Item Code;Item Description;Part No.;Part Description;Model;Unit Of Measurement;Spare Part Type;Location;Specify;Part Category;Is Expiry date Required;Min Nos;Max Nos; Minimum Price Per Nos (RM) ; Maximum Price Per Nos (RM) ;Brand;Status;Expiry Age (In Month);Current Stock Level
BP0004;Cables/ Lead Wires (or any part of it);01-1601-0103-012;PHILIPS LEAD 5 LEAD ECG CABLE M1633A;78353a;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;20; MYR 351,00 ; MYR 403,65 ;Hewlett Packard;Active;0;0
BP0004;Cables/ Lead Wires (or any part of it);01-1601-0106-002;Adaptor Cable 12Pin to 9Pin;M2601a;Unit;Just In Time;Centralized;;Biomedical;No;0;5; MYR 1.200,00 ; MYR 1.380,00 ;Hewlett Packard;Active;0;0
BP0004;Cables/ Lead Wires (or any part of it);01-0401-0201-002;Patient Cable;Cardiolife TEC-7100K;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;3; MYR 350,00 ; MYR 402,50 ;Nihon Kohden;Active;0;0
BP0004;Cables/ Lead Wires (or any part of it);01-0503-0102-011;Chest Electrode Paediatric Complete;6851k;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;20; MYR 36,30 ; MYR 41,75 ;Nihon Kohden;Active;0;0
BP0004;Cables/ Lead Wires (or any part of it);01-1601-0101-002;PHILIPS 3 Lead Trunk Cable, M1510A;78834;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;16; MYR 125,00 ; MYR 143,75 ;Hewlett Packard;Active;0;4
BP0004;Cables/ Lead Wires (or any part of it);01-1601-0101-003;PHILIPS 3 LEAD ECG CALBLE M1613A;78834;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;10; MYR 240,00 ; MYR 276,00 ;Hewlett Packard;Active;0;2
BP0004;Cables/ Lead Wires (or any part of it);01-1601-0101-005;EXTENSION PHILIPS 1900B;78834;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;3; MYR 630,00 ; MYR 724,50 ;Hewlett Packard;Active;0;3
BP0004;Cables/ Lead Wires (or any part of it);01-1601-0103-001;3 Lead Cable;78353a;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;5; MYR 375,00 ; MYR 431,25 ;Hewlett Packard;Active;0;0
BP0014;Hoses/ Tubings/ Adaptors/ Couplers/ Connectors/ Pipes;01-0203-0301-009;Air Hose 3.5m CRITIKON;Bp8800;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;15; MYR 62,00 ; MYR 71,30 ;Colin;Active;0;0
BP0014;Hoses/ Tubings/ Adaptors/ Couplers/ Connectors/ Pipes;01-0203-0302-004;Tube L Mini;Bp8000;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;20; MYR 58,40 ; MYR 67,16 ;Colin;Active;0;0
BP0003;Bulbs/ Lamps;01-0305-0101-001;Bulb, 6.2V0.5A;Clement Clarke;Unit;Just In Time;Centralized;;Biomedical;No;0;10; MYR 699,00 ; MYR 803,85 ;Clements;Active;0;0
BP0001;Batteries/ UPS;01-0503-0102-002;Rechargeable Battery;6851k;Unit;Just In Time;Centralized;;Biomedical;No;0;47; MYR 163,00 ; MYR 187,45 ;Nihon Kohden;Active;0;0
BP0001;Batteries/ UPS;01-0401-0201-001;NIHON KOHDEN TEC-7100K BATTERY;Cardiolife TEC-7100K;Unit;Just In Time;Centralized;;Biomedical;No;0;14; MYR 150,00 ; MYR 172,50 ;Nihon Kohden;Active;0;3
BP0001;Batteries/ UPS;01-0401-0201-004;Rechargeable Battery Lcs-2912Nk;Cardiolife TEC-7100K;Unit;Just In Time;Centralized;;Biomedical;No;0;1; MYR 920,00 ; MYR 1.058,00 ;Nihon Kohden;Active;0;11
BP0001;Batteries/ UPS;01-0503-0102-022;Rechargeable Battery 12V 1.9Ah;6851k;Unit;Just In Time;Centralized;;Biomedical;No;0;15; MYR 450,00 ; MYR 517,50 ;Nihon Kohden;Active;0;0
BP0001;Batteries/ UPS;01-0503-0105-001;NIHON KOHDEN 2012NK BATTERY;Kics 2012nk;Unit;Just In Time;Centralized;;Biomedical;No;0;3; MYR 150,00 ; MYR 172,50 ;Nihon Kohden;Active;0;2
BP0001;Batteries/ UPS;01-1604-1801-001;Battery 12V 3700mAH;2300 Series;Unit;Just In Time;Centralized;;Biomedical;No;0;2; MYR 1.100,00 ; MYR 1.265,00 ;Nihon Kohden;Active;0;0
BP0001;Batteries/ UPS;01-0903-0103-010;Battery Rechargeable W/Connector 7.2V;Infusomat P;Unit;Just In Time;Centralized;;Biomedical;No;0;20; MYR 160,00 ; MYR 184,00 ;B.Braun;Active;0;25
BP0001;Batteries/ UPS;01-0802-0201-056;Battery;Hd-Secura;Unit;Just In Time;Centralized;;Biomedical;No;0;10; MYR 150,00 ; MYR 172,50 ;B.Braun;Active;0;0
BP0001;Batteries/ UPS;01-0903-0101-002;Rechargeable Battery 7.2V 1.8Ah;Dropmat;Unit;Just In Time;Centralized;;Biomedical;No;1;10; MYR 159,00 ; MYR 182,85 ;B.Braun;Active;0;0
BP0001;Batteries/ UPS;01-0903-0104-001;Battery Ifusomat Bbraun FM;Infusomat Fm;Unit;Just In Time;Centralized;;Biomedical;No;0;30; MYR 160,00 ; MYR 184,00 ;B.Braun;Active;0;9
BP0001;Batteries/ UPS;01-0903-0205-002;Rechargeable Battery 9.63V 1.5Ah;Top 5200;Unit;Just In Time;Centralized;;Biomedical;No;0;20; MYR 120,00 ; MYR 138,00 ;Top;Active;0;1
BP0001;Batteries/ UPS;01-0903-0201-005;Rechargeable Battery D84:D8712V 900MahTOP 3100 Battery;Top 3100;Unit;Just In Time;Centralized;;Biomedical;No;0;40; MYR 150,00 ; MYR 172,50 ;Top;Active;0;25
BP0001;Batteries/ UPS;01-0903-0203-001;Rechargeable Battery;Top 2200;Unit;Just In Time;Centralized;;Biomedical;No;0;1; MYR 145,00 ; MYR 166,75 ;Top;Active;0;0
BP0001;Batteries/ UPS;01-1909-0101-005;RECHARGEABLE BATTERY TOP 5300 12V 700MAH;Top 5100;Unit;Just In Time;Centralized;;Biomedical;No;0;11; MYR 217,00 ; MYR 249,55 ;Top;Active;0;49
BP0025;Sensors/ Detectors;01-0903-0201-001;Drop Sensor T31 (88t);Top 3100;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;5; MYR 350,00 ; MYR 402,50 ;Top;Active;0;0
BP0001;Batteries/ UPS;01-1909-0201-001;DRAGER OXYLOG 2000 BATTERY;Stc523;Unit;Just In Time;Centralized;;Biomedical;No;0;13; MYR 100,00 ; MYR 115,00 ;Terumo;Active;0;1
BP0001;Batteries/ UPS;01-1909-0201-017;Battery;Stc523;Unit;Just In Time;Centralized;;Biomedical;No;0;1; MYR 150,00 ; MYR 172,50 ;Terumo;Active;0;0
BP0005;Casing/ Covers/ Brackets/ Latches/ Part Holders;01-0901-0701-003;Corner Bracket;Amenic;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;1; MYR 380,00 ; MYR 437,00 ;Ameda;Active;0;0
BP0005;Casing/ Covers/ Brackets/ Latches/ Part Holders;01-0901-0201-013;Corner Bracket;Amelette;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;55; MYR 46,00 ; MYR 52,90 ;Ameda;Active;0;23
BP0014;Hoses/ Tubings/ Adaptors/ Couplers/ Connectors/ Pipes;01-0901-0202-001;AMEDA Tube Grommet;T1500;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;4; MYR 90,00 ; MYR 103,50 ;Ameda;Active;0;4
BP0025;Sensors/ Detectors;01-0903-0101-009;Drop Sensor Complete Infusomat;Dropmat;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;10; MYR 390,00 ; MYR 448,50 ;B.Braun;Active;0;0
BP0025;Sensors/ Detectors;01-0903-0103-003;Infusomat, Drop Sensor Complete;Infusomat;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;10; MYR 380,00 ; MYR 437,00 ;B.Braun;Active;0;4
BP0025;Sensors/ Detectors;01-0903-0102-010;B.BRAUN Drop Sensor Complete 34502629;871504/1;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;12; MYR 377,00 ; MYR 433,55 ;B.Braun;Active;0;8
BP0013;Heater Elements;01-0803-0102-015;Element Replacement Kit;Mr700/730;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;1; MYR 132,00 ; MYR 151,80 ;Fisher & Paykel;Active;0;0
BP0013;Heater Elements;01-0803-0102-001;Heater Wire;Mr700/730;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;3; MYR 400,00 ; MYR 460,00 ;Fisher & Paykel;Active;0;0
BP0026;Solenoids/ Valves/ Gauges;01-0802-0503-013;Solenoid Valve - Dual Port;4008s;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;10; MYR 179,00 ; MYR 205,85 ;Fresenius;Active;0;4
BP0026;Solenoids/ Valves/ Gauges;01-0802-0503-029;Fresenius 4008S Pressure reducing valve;4008s;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;4; MYR 348,11 ; MYR 400,33 ;Fresenius;Active;0;1
BP0012;Filters;01-0901-0304-003;AIR SHIELD FILTER PACK OF 4 C400 & 450;C400 & 450;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;100; MYR 46,85 ; MYR 53,88 ;Air Shields;Active;0;21
BP0012;Filters;01-0901-0302-003;Air Filter (Pack Of 4);C100;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;10;200; MYR 225,00 ; MYR 258,75 ;Air Shields;Active;0;0
BP0012;Filters;01-0901-0302-027;Bacterial Filter;C100;Unit;Just In Time;Centralized;;Biomedical;No;0;1; MYR 248,00 ; MYR 285,20 ;Air Shields;Active;0;0
BP0003;Bulbs/ Lamps;01-2602-0200-015;BULB HALOGEN 12V 50V (LEICA);HS-100;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;10; MYR 320,00 ; MYR 368,00 ;Leica;Active;0;3
BP0003;Bulbs/ Lamps;01-1305-0101-001;Halogen Bulb 12V 50W;M690;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;10; MYR 290,00 ; MYR 333,50 ;Leica;Active;0;0
BP0003;Bulbs/ Lamps;01-1301-0604-001;BULB OSRAM 64261 12V 30W;Dmls;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;50; MYR 60,00 ; MYR 69,00 ;Leica;Active;0;17
BP0009;Electrodes;01-0504-0101-004;Potassium Electrode;M614;Unit;Just In Time;Centralized;;Biomedical;Yes;0;2; MYR 721,60 ; MYR 829,84 ;Chiron;Active;3;0
BP0009;Electrodes;01-0504-0101-013;Electrode,Refill Cassette;M614;Unit;Just In Time;Centralized;;Biomedical;Yes;0;1; MYR 1.306,00 ; MYR 1.501,90 ;Chiron;Active;3;0
BP0009;Electrodes;01-0202-0101-001;Electrode,Po2;M238;Unit;Just In Time;Centralized;;Biomedical;Yes;0;3; MYR 1.724,00 ; MYR 1.982,60 ;Chiron;Active;3;0
BP0009;Electrodes;01-0202-0101-003;Electrode,Ph;M238;Unit;Just In Time;Centralized;;Biomedical;Yes;0;3; MYR 600,00 ; MYR 690,00 ;Chiron;Active;3;0
BP0003;Bulbs/ Lamps;01-1301-0000-007;BULB OLYMPUS 6V,10WGE (AX2017);Chz Series;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;27; MYR 40,00 ; MYR 46,00 ;Olympus;Active;0;11
BP0003;Bulbs/ Lamps;01-1301-0101-001;Bulb 6V 20W;Olympus;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;86; MYR 35,00 ; MYR 40,25 ;Olympus;Active;0;46
BP0003;Bulbs/ Lamps;01-1301-0102-013;Bulb 6V 30W (Olympus);Ch Series 7 Bh Series;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;100; MYR 35,00 ; MYR 40,25 ;Olympus;Active;0;0
BP0001;Batteries/ UPS;01-2300-0201-002;Battery AAA (Alkaline);Common;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;20;1000; MYR 1,60 ; MYR 1,84 ;Energizer;Active;0;1
BP0001;Batteries/ UPS;01-2300-0201-003;Battery C (Alkaline);Common;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;10;600; MYR 3,70 ; MYR 4,26 ;Energizer;Active;0;175
BP0001;Batteries/ UPS;01-2300-0201-004;Battery D (Alkaline);Common;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;10;400; MYR 4,10 ; MYR 4,72 ;Energizer;Active;0;49
BP0001;Batteries/ UPS;01-2300-0201-005;Battery 9V (Alkaline);Common;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;10;200; MYR 6,25 ; MYR 7,19 ;Energizer;Active;0;26
BP0001;Batteries/ UPS;01-0203-0101-002;CRITIKON 8100 Battery;8101;Unit;Just In Time;Centralized;;Biomedical;No;0;1; MYR 120,00 ; MYR 138,00 ;Critikon;Active;0;4
BP0001;Batteries/ UPS;01-0203-0104-003;Battery 6V;Dinamap Procare 300;Unit;Just In Time;Centralized;;Biomedical;No;0;10; MYR 80,00 ; MYR 92,00 ;Critikon;Active;0;0
BP0001;Batteries/ UPS;01-0203-0403-001;Rechargeable Battery 6V;Spot Vital;Unit;Just In Time;Centralized;;Biomedical;No;0;10; MYR 80,00 ; MYR 92,00 ;Welch Allyn;Active;0;0
BP0001;Batteries/ UPS;01-1201-0101-008;Battery Rech. 3.6V 1.8Ah;6-Series;Unit;Just In Time;Centralized;;Biomedical;No;0;5; MYR 580,00 ; MYR 667,00 ;Welch Allyn;Active;0;1
BP0001;Batteries/ UPS;01-1502-0101-011;Rechargeable Battery 3.5V;Welch Allyn;Unit;Just In Time;Centralized;;Biomedical;No;0;10; MYR 235,00 ; MYR 270,25 ;Welch Allyn;Active;0;0
BP0003;Bulbs/ Lamps;01-2404-0101-004;Halogen Bulb 12V 100W 6834 FO;Polydoros;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;101; MYR 30,00 ; MYR 34,50 ;Siemens;Active;0;12
BP0003;Bulbs/ Lamps;01-2406-0301-001;Bulb,Collimator,12v 100w (Philips 64625) 50Hr;Mobilett B;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;20; MYR 7,80 ; MYR 8,97 ;Siemens;Active;0;14
BP0014;Hoses/ Tubings/ Adaptors/ Couplers/ Connectors/ Pipes;01-0202-0102-006;Sample & Reagent Tube Kit;M248;Unit;Just In Time;Centralized;;Biomedical;No;0;2; MYR 940,00 ; MYR 1.081,00 ;Chiron;Active;0;0
BP0014;Hoses/ Tubings/ Adaptors/ Couplers/ Connectors/ Pipes;01-0202-0102-011;Pre-Heater Tubing Kit;M248;Unit;Just In Time;Centralized;;Biomedical;No;0;10; MYR 800,00 ; MYR 920,00 ;Chiron;Active;0;0
BP0025;Sensors/ Detectors;01-1603-0401-020;OXIBAND ADULT / NEONATAL SENSOR;Npb 190;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;5; MYR 500,00 ; MYR 575,00 ;Nellcor;Active;0;1
BP0025;Sensors/ Detectors;01-1603-0201-002;Oxi-Clip Finger Sensor;4500;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;1; MYR 1.520,00 ; MYR 1.748,00 ;Invivo;Active;0;0
BP0025;Sensors/ Detectors;01-1603-2201-006;GRASEBY SOLARIS SPO2 FINGER SENSOR ADULT;340;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;3; MYR 600,00 ; MYR 690,00 ;Palco Lab;Active;0;2
BP0004;Cables/ Lead Wires (or any part of it);01-1601-0701-013;Ecg 5 Lead , Grabber Set Iec;Sc6000;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;10; MYR 350,00 ; MYR 402,50 ;Siemens;Active;0;0
BP0004;Cables/ Lead Wires (or any part of it);01-1601-0702-002;DATEX OHMEDA 3 LEAD WIRE;Sg9000;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;10; MYR 337,00 ; MYR 387,55 ;Siemens;Active;0;3
BP0004;Cables/ Lead Wires (or any part of it);01-1601-0703-002;3 LEAD WIRE;Sc7000;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;10; MYR 610,00 ; MYR 701,50 ;Siemens;Active;0;0
BP0004;Cables/ Lead Wires (or any part of it);01-1604-0901-001;Spo2 Extension Cable;Sc7000;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;25; MYR 800,00 ; MYR 920,00 ;Siemens;Active;0;0
BP0004;Cables/ Lead Wires (or any part of it);01-1603-0101-001;NELLCOR SPO2 Extension Cable Sensor DEC-8;N-185;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;40; MYR 138,00 ; MYR 158,70 ;Nellcor;Active;0;6
BP0004;Cables/ Lead Wires (or any part of it);01-1603-0104-001;Extension Cable Symphony;N3000;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;11; MYR 740,00 ; MYR 851,00 ;Nellcor;Active;0;0
BP0004;Cables/ Lead Wires (or any part of it);01-1603-0104-007;NELLCOR SPO2 Extension Cable Original DOC 10;N3000;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;20; MYR 138,00 ; MYR 158,70 ;Nellcor;Active;0;4
BP0025;Sensors/ Detectors;01-1603-0104-003;NELLCOR SPO2 FINGER SENSOR Pediatric Spot-Check, Dura-Y Sensor;N3000;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;16; MYR 500,00 ; MYR 575,00 ;Nellcor;Active;0;1
BP0025;Sensors/ Detectors;01-1603-0102-001;NELLCOR SPO2 FINGER CLIP SPO2 SENSOR DS100A;N-190;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;50; MYR 210,00 ; MYR 241,50 ;Nellcor;Active;0;44
BP0025;Sensors/ Detectors;01-1603-0103-002;Dura-Y Multi Site Sensor;N-195;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;10; MYR 630,00 ; MYR 724,50 ;Nellcor;Active;0;0
BP0025;Sensors/ Detectors;01-1603-0103-006;Oxygen Sensor Adult/Neonatal Oxiband;N-195;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;5; MYR 500,00 ; MYR 575,00 ;Nellcor;Active;0;0
BP0003;Bulbs/ Lamps;01-1201-0101-004;Bulb WELCH ALLYN 08500;6-Series;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;20; MYR 55,00 ; MYR 63,25 ;Welch Allyn;Active;0;3
BP0003;Bulbs/ Lamps;01-1502-0101-001;Bulb;Welch Allyn;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;3; MYR 250,00 ; MYR 287,50 ;Welch Allyn;Active;0;0
BP0003;Bulbs/ Lamps;01-1502-0101-003;Bulb WELCH ALLYN 03000;Welch Allyn;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;20; MYR 55,00 ; MYR 63,25 ;Welch Allyn;Active;0;8
BP0003;Bulbs/ Lamps;01-1502-0101-004;Bulb WELCH ALLYN 03400;Welch Allyn;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;50; MYR 52,00 ; MYR 59,80 ;Welch Allyn;Active;0;15
BP0003;Bulbs/ Lamps;01-1502-0101-009;Bulb WELCH ALLYN 04400;Welch Allyn;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;14; MYR 55,00 ; MYR 63,25 ;Welch Allyn;Active;0;1
BP0003;Bulbs/ Lamps;01-1203-0301-001;Lamp For Mfi/Vdx;Udx-300;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;2; MYR 255,00 ; MYR 293,25 ;Welch Allyn;Active;0;0
BP0003;Bulbs/ Lamps;01-1505-0101-002;Bulb Halogen 22.8V 50W;Hanaulux;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;10; MYR 65,00 ; MYR 74,75 ;Heraeus;Active;0;0
BP0003;Bulbs/ Lamps;01-1505-0101-004;BULB HANAULUX BLUE 22.8V 90W 130/90 NR.56053198 (HERAEUS);Blue 130/90;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;81; MYR 200,00 ; MYR 230,00 ;Hanaulux;Active;0;8
BP0003;Bulbs/ Lamps;01-1301-0603-001;BULB PHILIPS 409843 TYPE 6550 15V 150W 409843;Mel 61;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;10; MYR 27,00 ; MYR 31,05 ;;Active;0;1
BP0014;Hoses/ Tubings/ Adaptors/ Couplers/ Connectors/ Pipes;01-1601-0503-010;Oxytip Interconnect/Universal;S/5 Ccm;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;23; MYR 10,00 ; MYR 11,50 ;;Active;0;0
BP0001;Batteries/ UPS;01-0901-0304-008;Rechargeable Battery 8.4V 300Ah;C400 & 450;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;5; MYR 280,00 ; MYR 322,00 ;;Active;0;0
BP0001;Batteries/ UPS;01-1603-1401-001;AIR SHIELD C100 Rechargeable Battery 6V 2.5Ah;S/5 Ccm;Unit;Just In Time;Centralized;;Biomedical;No;0;10; MYR 80,00 ; MYR 92,00 ;;Active;0;5
BP0001;Batteries/ UPS;01-1603-1403-002;Battery 12V;Biox 3740;Unit;Just In Time;Centralized;;Biomedical;No;0;3; MYR 300,00 ; MYR 345,00 ;;Active;0;0
BP0001;Batteries/ UPS;01-1601-0201-039;Rechargeable Battery 12V;90385;Unit;Just In Time;Centralized;;Biomedical;No;0;1; MYR 120,00 ; MYR 138,00 ;;Active;0;0
BP0014;Hoses/ Tubings/ Adaptors/ Couplers/ Connectors/ Pipes;01-1907-0101-003;ESHMAN TAPERED CONNECTOR;Suc 84100;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;1; MYR 7,50 ; MYR 8,63 ;;Active;0;7
BP0004;Cables/ Lead Wires (or any part of it);01-1604-1401-001;300 Series 3 Lead Trunk Cable 3M/10';S/5 Compact;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;5; MYR 500,00 ; MYR 575,00 ;;Active;0;0
BP0004;Cables/ Lead Wires (or any part of it);01-1601-0503-013;DATEX OHMEDA Spo2 Extension Cable (OXY-OL3);S/5 Ccm;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;15; MYR 150,00 ; MYR 172,50 ;;Active;0;3
BP0004;Cables/ Lead Wires (or any part of it);01-1602-0503-003;ECG Trunk Cable;S/5 Ccm;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;4; MYR 190,00 ; MYR 218,50 ;;Active;0;0
BP0004;Cables/ Lead Wires (or any part of it);01-1601-0503-007;Oxytip Interconnect Cable;S/5 Ccm;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;20; MYR 800,00 ; MYR 920,00 ;;Active;0;0
BP0004;Cables/ Lead Wires (or any part of it);01-1603-0402-004;SPO2 Extension Cable;S/5;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;27; MYR 135,00 ; MYR 155,25 ;;Active;0;0
BP0004;Cables/ Lead Wires (or any part of it);01-1603-1405-002;EXTENSION CABLE TS-M3;Trusat;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;14; MYR 290,00 ; MYR 333,50 ;;Active;0;0
BP0004;Cables/ Lead Wires (or any part of it);01-1604-1401-003;EXTENSION CABLE TS-N3;S/5;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;10; MYR 352,00 ; MYR 404,80 ;;Active;0;2
BP0004;Cables/ Lead Wires (or any part of it);01-1601-0201-004;NOVAMETRIX SPO2 CABLE ADAPTOR NOR;90385;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;11; MYR 360,00 ; MYR 414,00 ;;Active;0;5
BP0004;Cables/ Lead Wires (or any part of it);01-1601-0201-009;3 Lead Wire Set;90385;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;15; MYR 190,00 ; MYR 218,50 ;;Active;0;0
BP0004;Cables/ Lead Wires (or any part of it);01-1601-0201-010;SPACELAB 3 Lead Ecg Trunk Cable;90385;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;11; MYR 345,00 ; MYR 396,75 ;;Active;0;3
BP0004;Cables/ Lead Wires (or any part of it);01-1601-0201-012;3 Lead Ecg Shilded Patient Cable For Pcms Only;90385;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;15; MYR 90,00 ; MYR 103,50 ;;Active;0;0
BP0004;Cables/ Lead Wires (or any part of it);01-1601-0201-013;5 Lead Ecg Shilded Patient Cable For 90600/90700;90385;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;3; MYR 300,00 ; MYR 345,00 ;;Active;0;0
BP0004;Cables/ Lead Wires (or any part of it);01-1601-0501-003;Ecg Cable;As/3;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;5; MYR 300,00 ; MYR 345,00 ;;Active;0;0
BP0004;Cables/ Lead Wires (or any part of it);01-1603-0401-027;SPO2 Extension Cable;S/5;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;10; MYR 180,00 ; MYR 207,00 ;;Active;0;0
BP0025;Sensors/ Detectors;01-2202-0000-003;Oxygen Sensor C-1;7200;Unit;Fast Moving Item;Company Site Office;;Biomedical;Yes;1;10; MYR 145,00 ; MYR 166,75 ;;Active;6;0
BP0025;Sensors/ Detectors;01-2202-0101-005;Flow Sensor Q2 W/Eprom;7200;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;10; MYR 3.750,00 ; MYR 4.312,50 ;;Active;0;1
BP0025;Sensors/ Detectors;01-2202-0101-006;Exhalation Sensor (Q3/T3);7200;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;2; MYR 3.400,00 ; MYR 3.910,00 ;;Active;0;0
BP0025;Sensors/ Detectors;01-2202-1501-002;DATEX OHMEDA FLOW SENSOR 1503-3856-000 (PENDEK);Aestiva 5;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;15; MYR 388,00 ; MYR 446,20 ;;Active;0;7
BP0025;Sensors/ Detectors;01-1601-0503-001;Skin Temperature Probe;S/5 Ccm;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;15; MYR 321,00 ; MYR 369,15 ;;Active;0;0
BP0025;Sensors/ Detectors;01-1601-0503-004;Oxytip Finger Sensor;S/5 Ccm;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;22; MYR 315,00 ; MYR 362,25 ;;Active;0;0
BP0025;Sensors/ Detectors;01-1601-0503-011;Spo2 Finger Sensor;S/5 Ccm;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;10; MYR 645,00 ; MYR 741,75 ;;Active;0;0
BP0022;Power Supply Unit (PCB or Module)/ Transfomer;01-0901-0302-020;Retrokit Power;C100;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;1; MYR 520,00 ; MYR 598,00 ;;Active;0;0
BP0022;Power Supply Unit (PCB or Module)/ Transfomer;01-0803-0103-002;Power PCB Assembly;900mr;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;5; MYR 1.267,00 ; MYR 1.457,05 ;;Active;0;0
BP0025;Sensors/ Detectors;01-1603-1402-002;Spo2 Reusable Finger Sensor Oxy-F4-H;3800;Unit;Just In Time;Centralized;;Biomedical;No;0;1; MYR 1.250,00 ; MYR 1.437,50 ;;Active;0;0
BP0023;PPM/ Service/Maintenance/ Repair Kits;01-1601-0502-008;PM KIT As/5;S/5;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;18; MYR 1.000,00 ; MYR 1.150,00 ;;Active;0;0
BP0024;"Printed Circuit Boards (PCB; Other than Power Supply)";01-0901-0302-021;Display Board Pcb;C100;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;1; MYR 1.000,00 ; MYR 1.150,00 ;;Active;0;0
